,"Cultivo de cereales, oleaginosas y forrajeras","Cultivo de hortalizas, legumbres, flores y plantas ornamentales",Cultivo de frutas y nueces,Cultivos industriales,Producción de semillas,"Cría de ganado y producción de leche, lana y pelos",Producción de granja,Servicios agropecuarios,Caza,Silvicultura y extracción de madera,Pesca,"Extracción de petróleo, gas, carbón y uranio",Extracción de minerales metalíferos,Extracción de otros minerales,"Matanza de animales, conservación y procesamiento de carnes",Elaboración y conservación de pescado y productos de pescado,"Elaboración y conservación de frutas, legumbres y hortalizas",Aceites y subproductos oleaginosos,Productos lácteos,Molienda de trigo y de otros cereales,Alimentos balanceados,Productos de panadería,Azúcar,"Cacao, chocolate y productos de confitería",Pastas alimenticias,Otros productos alimenticios,Bebidas alcohólicas,Producción vitivinícola,Cerveza y malta,"Gaseosas, agua mineral y otras bebidas no alcohólicas",Productos de tabaco,"Fibras, hilados y tejeduría de productos textiles",Acabado de productos textiles,Fabricación de productos textiles,Tejidos de punto,"Prendas de vestir, terminación y teñido de pieles",Curtido y terminación de cueros,Marroquinería y talabartería,Calzado y sus partes,Aserraderos,Madera y sus productos,Celulosa y papel,Papel y cartón ondulado y envases de papel y cartón,Productos de papel y cartón,"Edición de libros, folletos, grabaciones y otras ediciones",Edición de periódicos y revistas,Impresiones y reproducción de grabaciones,Refinación de petróleo,Química básica,Fertilizantes y plaguicidas,Materias primas plásticas y caucho sintético,Pinturas y barnices,Productos medicinales,"Jabones, detergentes y cosméticos",Otros productos químicos,Fibras sintéticas manufacturadas,"Cubiertas, cámaras y recauchutado de cubiertas",Productos de caucho,Productos de plástico,Vidrio y productos de vidrio,Productos de cerámica refractaria y no refractaria para uso no estructural,Arcilla y cerámica no refractaria para uso estructural,"Cemento, cal y yeso","Artículos de hormigón, cemento y yeso",Industrias básicas de hierro y acero,Metalurgia de no ferrosos,Fundición de metales,"Estructuras metálicas, tanques, depósitos y generadores de vapor","Forja, laminado y tratamiento de metales",Artículos de cuchillería y ferretería y herramientas de mano,Otros productos metálicos,"Motores, turbinas, bombas y compresores","Engranajes, hornos, elevadores y otras maquinarias de uso general",Tractores y maquinaria agrícola,Otra maquinaria de uso especial,Aparatos de uso doméstico,Máquinas de oficina e informática,"Motores, generadores y transformadores eléctricos",Aparatos de control y distribución de energía eléctrica,Hilos y cables aislados,Acumuladores y pilas,Lámparas eléctricas y equipos de iluminación,"Tubos y transmisores de radio, TV y telefonía",Receptores de radio y TV,"Instrumentos médicos, ópticos y de precisión y relojes",Vehículos automotores,Carrocerías y remolques,Autopartes,"Buques, locomotoras y aeronaves","Motocicletas, bicicletas y otros tipos de transportes",Muebles y colchones,Otras industrias manufactureras,Electricidad,Gas,Agua,Construcción,Comercio mayorista,Comercio minorista,Hoteles,Restaurantes,Transporte terrestre de pasajeros,Transporte terrestre de carga,Transporte por tuberías,Transporte marítimo,Transporte aéreo,Actividades de transporte complementarias,Correos,Telecomunicaciones,Instituciones Financieras,Seguros,Servicios a las empresas y profesionales,Actividades inmobiliarias,Administración pública y defensa y planes de la seguridad social de afiliación obligatoria,Enseñanza pública,Enseñanza privada,Salud humana pública,Salud humana privada,Servicios veterinarios,Servicios sociales,Servicios de saneamiento,Actividad de asociaciones,"Servicios de cine, radio y televisión","Servicios personales, de reparación, actividades deportivas y de esparcimiento",Servicio doméstico
Productos de plástico,4506.75450310841,56747.288625280766,952.0951717076753,39867.99454173149,220.03753932053493,12156.859019490143,1071.7990951191496,140.87827831411718,8.274384215745869,500.3727172749138,3716.3405667084216,20104.334481105343,8.776586113809957,81.25828848107346,166191.82370053604,5274.293761712896,51684.616681402455,6186.226521983217,141852.46630430792,25042.86233168667,5047.84697374712,139587.76719103177,4791.0440430756,131278.1753391929,47357.86962527979,120547.09396916255,1943.1183108573139,29374.829895039682,945.1314593635266,286097.85055938223,2833.845283289798,5723.606258526489,2421.670339184445,3627.0254473170035,0.0,9961.436017853131,461.98486885808256,487.2133576331,33413.37293036575,188.0266344094798,11045.337964314062,406.2882626432173,10329.796475188286,96107.97258358789,1964.240257015818,70727.14513397183,144255.363565259,8189.441163918053,8139.3563909301665,32437.565708846396,5443.776971876865,17211.411116761377,65437.49035721204,205736.1045998194,36958.06943462962,2348.7341700802726,60.73931411131459,3075.9636544995274,341475.5868127371,3142.8378072550986,3314.5464480895193,4935.196192013789,3816.415594019265,8819.302014991586,111.95143785485223,20.928599489162142,46.0532108436965,248.40742959329765,16.721200896910712,1843.4389467201875,20631.478181334016,727.7113879891651,56698.85944616198,50997.02254514388,2385.4906237625673,85956.4363663093,0.0,3156.1024732640644,0.0,23349.708126388963,16794.374126100174,15.163163622538477,3000.9595747951344,39584.92139232937,11921.169594169227,66380.9067221019,43997.73674262801,82229.13449332186,928.6906639962422,978.1341499793285,116928.34673637596,43609.29565053872,104.54252888559327,1680.4926538933519,75.22016211105361,590696.631135582,8769.85959657091,14556.965407488002,50890.36152748711,159898.01314440035,103.59494767300664,283.3551432602339,3.85936869260061,15.505073869626415,280.4287352183416,30334.154910427176,98.87790480447079,903.2971163034666,1449.530038699865,550.3323239071465,142216.70302221336,0.0,14070.552687259384,1184.9837264816197,2425.4486123102456,33738.44166864526,120110.06754752556,115.20771502389765,126.12162339897684,219.0359604840018,5169.263546898525,180.81789183329948,8780.65054064651,0.0
Vidrio y productos de vidrio,55.012073280263365,12.205761967507545,7.08989307579016,13.542638721530713,6.736710911023429,59.35115775506225,30.927269087116557,8.641387485195349,0.08612642325375722,4.915921405110437,11.856268164242476,0.6691508402821109,1.1198651399271773,0.3844705145434242,57.45464374564687,524.1345492048938,13461.641383724462,7738.000780542398,2086.7525762551604,0.0,114.28978487424948,306.04786169423517,0.0,119.26002658308758,32.85567359576497,6929.310102242222,9155.957452463032,139179.0581733591,2997.563895767463,19943.815221200464,0.0,0.0,0.0,0.0,0.0,3.1737070562004384,0.0,0.0,0.0,0.0,399.4903752415087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2665.1320491122915,0.0,1486.9108016240152,17535.44045840534,22594.75579505635,446.67453472969646,0.0,0.0,0.0,41935.13030470212,81531.51464562982,0.0,0.0,0.0,0.0,0.0,3.4178895150041266,0.0,778.9293361412296,92.2115956476166,339.640755139857,0.0,0.0,7730.571982426083,413.4821579214358,0.0,12340.343551942799,73.02891304363912,0.0,0.0,442.06861092670465,392.006221408225,9021.575441840896,0.0,0.0,5647.3328159574685,49158.333240217675,0.0,0.0,0.0,0.0,498.3684032850545,0.0,0.07616683936280474,0.07451870000956529,0.2668693192326976,63164.46763445918,4625.4002285400275,5369.251966256733,3.1894550828509853,0.004784913503931171,0.0,0.05385672454974201,0.16476758463318342,0.0,0.0,1.231795539806659,0.0,0.0,0.0,0.0,50.29988100397928,0.0,7380.540202115419,580.2317652998873,1171.5493364996564,443.5263849174518,2546.351868342459,0.0,0.0,0.0,3159.6593032012393,0.0,0.0,0.0
Productos de cerámica refractaria y no refractaria para uso no estructural,17.04178495433867,0.8915059810015729,0.02450334495726557,1.8124557509272472,0.710559366460007,3.2184587040572863,1.0478731798060466,5.385268794007054,0.0,0.0,13.68811787274223,0.0,0.0,0.0,45.162374643838476,0.0,10.499332037630285,0.0,51.015262502677444,3.0292055771525663,1.0873919764619053,31.34310760782168,0.0,11.48320480274359,3.4231709701863418,13.9570261184104,0.0,24.414011721008816,0.0,6.8426814858190825,0.0,0.0,7.562427334123449,41.2945926498482,1.7566593176355665,0.0,0.0,0.0,0.0,55.96534307178655,731.1995258633737,21.660201518800804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34874801325398236,0.0,0.0,4557.53157299249,1728.0415431217364,0.0,12289.296171294587,8192.311738978307,0.0,3.816956276193836,175.78345563701163,0.0,0.0,0.0,0.0,2901.1158632959305,0.0,0.0,520.7058488787811,0.06186885931774689,0.0,0.0,65.96050590897372,49.333389033521975,1.3618756300131152,5.4673446834187995,0.6178273097530933,83.58016656007794,0.0,19.968497326087004,818.3387221741059,3.2574166090673025,0.0,69.04052486571962,0.0,3452.9317794067,0.0,0.0,415736.6852273159,0.0,0.0,1325.3824782120182,5884.149301195377,771.0923004753279,213.62986514982833,0.0,0.0,18307.96951226064,0.0,0.0,0.0,0.0,0.0,22.789414782063588,0.0,442.8845734059065,81.27846810443961,171.01254772220233,70.23844950461228,0.0,0.0,0.0,0.0,0.0,1.0476639312980875,0.0,0.0
Arcilla y cerámica no refractaria para uso estructural,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.966693589303,0.0,0.0,97.384672694001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,817119.3286326055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.464979003812799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cemento, cal y yeso",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1225.9529121204062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791.9887832726824,0.0,0.0,0.0,0.0,815.838093482461,0.0,0.0,0.0,0.0,0.0,0.0,3548.192429567437,66.32207748670189,0.8105954297494607,34.164570871952535,0.0,0.0,733.3314769434533,0.0,0.0,10.744596294880928,0.0,0.0,1961.4141223895847,6240.233037248339,53246.33845035764,63078.38340668214,2955.3205516431317,0.0,121.57737027544165,16.819600650702625,65.32610794891141,0.0,13216.669021967395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1184.810282686014,0.0,0.0,336.3920130140525,0.0,0.0,0.0,0.0,0.0,0.0,3025.3882709097084,730489.5905738472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Artículos de hormigón, cemento y yeso",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.96010823846487,81.60091902049317,0.0,57604.91991335191,0.0,0.0,0.0,0.0,0.0,0.0,85.15258140300261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619534.693490567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2543.8550112209796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Industrias básicas de hierro y acero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133331.3141451464,0.0,10358.42971151338,1640.5058535375856,136838.97442789975,970.1796671472359,11589.59735210751,52468.03411954222,105941.28587148675,103163.43112749734,89708.89528970435,232488.17420635896,0.0,18482.314357090163,12629.340420033392,1338.8800323171158,7794.867540677065,11121.349304283769,251.2994654675956,230.62823189308745,12707.070714975915,27295.76157605797,110153.97683305392,112896.18796716658,15629.283774244523,19828.279695796922,0.0,0.0,0.0,0.0,0.0,1125669.4250298303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5783.555748575083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metalurgia de no ferrosos,0.4973643552935795,3.4544212990563996,0.23407293436055748,1.5515337502736248,0.0932034091080964,13.984221369885947,0.40237316061611095,0.0850661248549818,5.151268071319111e-06,19.44602586757068,10.02702946864274,0.0,0.0,0.0,0.457656991575123,0.0,0.058613217421251314,0.01948230046865709,0.0,0.03742362049516704,0.033014081756430766,0.2587140033835451,0.03634533954893929,0.0822161014361006,0.11328958183496779,0.06836770659512478,0.0035198995621007418,0.16366150045735534,0.0,0.07844796442858015,0.05679856554912161,0.27089120864240074,0.0462482180228514,0.07591195616919144,0.0379860949662012,0.22573098857714055,0.20957645718535667,0.013459816824809491,0.0,0.038873752734686975,4904.095580560727,705.451922199136,3381.5290981360695,729.8516958450105,0.0,341.72648666411186,586.8646408680661,0.0,1376.001525715124,0.06381025029799363,0.024459868807705763,5921.397986457032,0.11196708780796634,0.08360762429232123,0.03307596034456656,0.002718831486744048,0.06376008712244469,0.0,6845.123094665376,327.12802419248703,2730.1605614162336,0.0897794484496693,98.52835435181208,0.8536402680217509,28388.78193116249,207435.10131071712,3326.208649251006,35498.87260202825,13485.046880849346,5807.731600008005,52113.65621015476,12000.437646273698,22798.401824548295,3791.6878431753144,2408.419478229484,28244.62587055416,0.0,13177.184738410002,11856.72800940429,85913.18357693651,34422.81306711196,33288.66342017664,7960.904731277802,2218.861611059007,4478.938378114639,2.709545472905066,3809.9137977761416,24708.259160507354,4205.330340273705,117.31121968315762,3485.6806744495516,1946.1922493211412,6.817717837023478,0.0,0.0,75349.9326601995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.615986815454056,0.0,0.0,14889.7971801828,0.0,2079.697837068314,104.98301337916718,221.66474872281051,1433.489050327048,0.0,0.0,0.0,0.0,0.0,0.0,0.005835811685114088,0.0
Fundición de metales,0.11697103753881655,0.8165492855611155,0.055306332896463126,0.36666701681825414,0.021947049530140872,3.3057959320578973,0.09357900224357411,0.019612704966374586,0.0,4.597468383245213,2.369934114499402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1159.426360185232,166.76125852083936,799.4601696491768,172.54293299842848,0.0,80.76289291077201,138.68956505984096,0.0,325.3081756900744,0.0,0.0,1399.9617396651342,0.0,0.0,0.0,0.0,0.0,0.0,33778.45344690429,118.78416167438864,645.4681197974953,0.0,0.0,0.0,6932.25593313023,47518.23867597127,52339.35711686551,211271.0266515182,4484.257482767959,79331.54966168177,241747.66280356894,30346.510883668958,6323.059092216634,25451.583782502865,569.4119662752611,20767.251343748605,0.0,3114.7556364492816,2803.09928526115,20311.359740141765,8138.349719223876,7870.2914770863,1882.1090367680695,524.589426839877,1058.8385638978457,0.0,19054.948954427637,7400.471802425609,1228.816959496583,27.73052747226842,94243.7146736973,1262.082691539633,0.0,0.0,468.58250997663345,18108.510916882406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.864743427591627,0.0,42.45264072992134,24.808707316507927,52.38212056602065,80.08847586723738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Estructuras metálicas, tanques, depósitos y generadores de vapor",1268.573792918627,234.14043683794736,176.73741622211392,452.42923850958744,122.66204798047528,473.62118518805494,57.87295522054826,64.5909055209134,17.14022513547923,90.09735292130709,263.7794065597921,0.44278085944973045,0.0013489308972242868,0.0005203740314497362,114.35329476321043,0.1462893772475035,124.53100384215739,0.8345022166911611,55.344108326373544,50.29672251808714,16.844256703807268,76.95036239442194,73.90376107617122,17.41021616036598,60.37181754703752,14.719538987626365,0.8281449513912718,53.407694912300286,0.8288162475188976,61.792235571503,24.719282848573652,5.00280195547069,17.865182070772686,16.563398274280868,8.120225899396718,52.06929213573569,31040.85083702349,0.5839565570089,30.957631822390603,84.863235718615,103.73367604888455,15.469973477396596,0.49593598895529123,34.33302522300564,3.7107437699143624,2.616492209154665,1.1947499340337009,0.07861927227207888,49.04009849824898,22.371517617901986,7.185682540767954,23.875644338234064,22.650255019422428,22.035243812248456,1.2028019458412302,3.2022686501619324,0.8787354928547929,19.271469784457476,237.5300370420179,25.549275140898768,20.691196711383775,81.99692478237347,0.789665394591531,66.08499665407794,483.1708639747252,2342.9764851437017,0.16939267485291795,119650.2969468679,2959.788232504103,451.1625832054698,1125.3712176706965,880.3977026307942,1212.5852032686564,1555.6331251808538,306.5003576619411,2683.151390142432,0.000406917184513426,0.0,0.0,4.116535421494288,43.90358472332118,0.026968814653456342,11.182439505259682,115.48408962890706,65.56939436756902,1.6767402220215004,2.6461328465362395,22.05635924690003,11.237182207899078,0.631930342477322,88.45520726716843,0.0,9463.0781186923,6.787596565132868e-05,241.35704806677577,581880.010357237,123.74246620353607,235.1892362002959,0.730919754200933,13.837689347297735,0.0,0.0002795361035599,0.00027375519069366413,3.687103468131576e-05,0.0,0.0004309866959867712,0.0,0.0,0.0,0.0,4437.996536288047,0.005452490038946756,27371.949338433944,1.942034103568845,3.9198339838978975,0.5864496755675702,0.0,0.05701664092667679,40.054009891690676,0.0,40.65119788970471,0.0,1.1457594112155909,0.0
"Forja, laminado y tratamiento de metales",0.01773395002152413,1.4167391561193152,0.008384979428212536,1.048678709921684,1.0338446196325128,3.857538375907822,441.00149188568173,0.0029734773408773515,0.0,0.6970210425546751,0.3966216773241767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56940.92612984427,21746.99446803046,0.0,0.0,369.4576090347837,175.7803432182035,25.282633089012705,121.20595825315226,26.159191324142167,18218.52808762957,99470.31007001594,21.0266905981915,0.0,49.31989192082308,0.0,0.0,212.24785250817956,0.0,0.0,0.0,0.0,1275.2439497596133,0.0,245.33930783614397,2129.7965951920746,684.9029080606514,1325.4153409712574,1180.040883797231,0.0,1337.379428176832,7114.238990850544,47665.98778689037,1094.6470103269232,11220.419697421681,36819.93789274857,172849.62766413658,65253.13984406355,25330.190162457977,23709.533822235022,86.32840713439252,1012.3802384902255,1957.879257564363,1141.1377766199146,3571.0831734506987,8038.91049150716,1233.8531846441667,8059.538428472426,285.3460847692979,79.53287303543989,3013.970345134088,0.0,136.5621013172493,4967.029918014754,1608.7401972889804,4.204218399794196,124.93664986510746,69.7601387050341,531.9748652545227,0.0,6452.721234978045,35724.3908775953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0116888295395903,0.0,6.436234343363095,3.76124196986432,7.94164032127179,12.142193984201526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Artículos de cuchillería y ferretería y herramientas de mano,1450.6232122041401,43.11057014540407,312.2505090465782,6849.91443303602,68.65459063409644,16.983642916193258,3638.04161872927,3427.9360136415567,0.42236344611270316,453.715884548042,7065.689845477592,4.396787223670065e-05,9.551686787687138e-06,4.419383257536126e-06,25100.14180004442,18.877543604282636,50099.360603731235,0.36549682376766196,1.4589253697516307,36.7676737957794,11.467735925920724,63.4383514204335,67.73064690972632,20.314163508814595,43.022315648307384,27.955466685063456,2.1701557472654938,31.60824218014814,20000.379716292588,35058.824456036935,35.202557244533814,101.96336173437835,19.383348973508028,28.08724370838351,20.582227935471973,35.53512568026284,22.001793123763818,1.0564709202770297,23.991010123248216,57.69926450860163,15084.067460104992,28.593500808899627,46.36320845249372,31.716296139334915,3.6536432907049106,21.726103063159723,93.78452077616498,11.802332391882834,1.202756536298354,14.316653218219205,32.99964521512796,30015.405491283815,39237.08664499333,30000.691498955828,0.5218918274025854,9.760225228121161,9.546187663586142,11.54689512455949,131.64203838404046,14.545794333183126,0.504859165055663,91.8346081470871,0.8503045526778721,43.99439886512693,127.91388589471785,29.402482863689194,12.820316678473965,36.82584482520649,41.49798080212726,26362.47758533868,9543.731,374.4495233820916,485.77753787525216,7.401187164982706,7.8900599161022456,920.7289734047761,0.00018642622554272784,0.0,0.0,6.666800503286487,7.120729568725156,0.012355571390323993,10.085135757762734,44.23465715197496,48.98788244492954,50875.77150782493,11.607802725112029,51042.445469155224,30.931826647605114,2.1998313043788222,32325.845224892317,0.0,0.0,2.7761220148435577e-05,9.17674252323021,64503.03706452599,1543.7383077968243,2562.429295173577,0.0,43.21306963462192,0.0,5.4537919317052025e-05,5.69769243627764e-05,0.0,0.0,9.55001337277319e-06,0.0,0.0,0.0,0.0,0.00011123415664758584,0.0,1006.4888035199178,0.46357876056164016,0.7923468974833403,0.0,0.0,0.0,5745.13919550976,263.2054778977379,19.11675174397091,0.0,4780.770817398,0.0
Otros productos metálicos,99.38226232621766,117.30003012398753,491.7851788497521,5039.40234705286,7.009609649100752,89.5643805071672,6.207900765066935,23.93112826793659,0.9544793373360533,17.519281412427212,153.35046821622146,124609.56256911853,6.910404216786963e-05,3.2971214356476566e-05,23213.9974278721,3892.5395266576834,71176.48994531929,6095.332290546002,37289.994215468745,24.096822388867306,295.88486073311907,5145.484373982418,161.49181257518012,5618.900409342642,2324.984016008888,8751.942743577763,4126.315088089964,1589.4508336080203,28719.222284974814,48448.54107536662,5393.120940470503,76.69834799330675,16.568851785163275,3645.483101387285,15.484225193447779,18615.450262176037,46.140371193537874,3507.229590842485,4171.380098225169,627.5277904832953,20471.63578637343,41.49975527128008,72.87428380695282,32.91134301017639,1.8095490473250755,34.95865184818352,624.5202655980811,3199.8542747906363,4139.4201283833845,13178.42667951684,1836.7430261783134,33384.3404522257,24721.408332464216,63913.198815512114,1077.7800813747865,308.1660720579891,2423.3659672989997,20708.617453588748,10569.036967609922,646.4335726629422,1614.5852310999828,994.667869020185,6.474246390955965,21331.967237541496,75444.00023943659,3353.5411441203955,1137.0044609706274,732.937113032516,1091.4750396855538,1610.8132166181767,106224.10604896837,42195.659591025586,31811.942514655828,8809.22004770748,3002.499375117676,31905.067631273745,2.6331630857662245,4915.447058924778,647.8396561899077,1786.386830839848,8893.387010184011,3619.7840665830827,6411.062913627462,2383.315090375447,14189.585272681921,233495.2021698743,33478.02194093745,222091.6478107186,7115.814409866272,5857.776139695937,31350.443050359627,3157.301159042326,5923.611182297387,76.33208769460764,2163.649735724989,157781.58985007476,5.232320908339649,8.68502308323191,0.008652590959228742,0.0,0.0,0.00466010681763501,0.005189689729483546,0.0,0.0,172.13742163094506,50.51875523273593,2291.4425473604138,537.9465736852728,404.39826276401675,132.40739165335378,0.16286279502433837,14526.702975743288,770.8650356759301,1598.1865432657125,666.8394269987775,1150.062332517376,0.0,2.1371036447305203,4975.58269210696,5.457873851539066,0.0,0.9821122313717193,0.0
"Motores, turbinas, bombas y compresores",444.79425545889404,58.077660540179984,1.5916472543856535,99.17285705612268,23.79901621765941,116.60070189371756,99.05612789684166,29.834256748721206,0.24042555799921664,26.288704700537625,2314.504606824694,7283.267530893565,0.0,0.0,4516.4141455786175,893.6647418166982,4469.782771376521,0.0,0.17279827761066344,1617.904006048983,502.1807760534936,2863.7084850508136,3057.435918916342,908.5774789113756,1927.1941325087407,1253.4270944351415,185.87435565575373,2503.008556173368,0.0,2656.4173533493486,1577.513498410062,4729.443208986701,1450.0718131126307,2183.2779908473703,1589.6934759192202,2626.9384728133805,962.0933060575308,47.47070949528706,1959.9299616881267,2581.4431137108795,3795.662116915923,1278.3131999849709,2148.022090503596,2381.9918582072173,271.79754752041856,1739.2793162587495,4467.872906887351,549.4295871559278,0.15424220228560936,1045.892345373317,1528.1022435323323,1191.1785771236066,953.0852490408333,638.108535358199,771.4639356352787,810.6065669003098,871.7070895140262,1245.8336353408113,5848.185832828488,1734.3591750769601,801.6711013397077,4181.9811454727305,369.22998615215965,3331.2981929838897,12447.988396236335,2225.020251660283,2413.0097015562824,2567.3435902267697,1931.8400552418323,698.9595944212928,154.7724185087692,31860.74167403359,24591.523689099675,2829.051932461751,595.1826550366001,55310.79792767696,0.0,78.30805913555253,18.55426078367038,522.7083749491492,849.999258078524,750.9226705244383,2519.253773788503,2515.2266754475063,4066.751968670566,61766.568835695056,579.1654653246436,15778.115382721939,6732.904230009906,1342.0775831340115,2631.7099425346482,360.451507756389,5733.802024615605,0.0,437.223901585392,337198.25548226637,1.0905392007876593,1.80994174265669,0.0,0.0,0.0,0.0,0.0,0.0,4536.61439411416,0.0,0.0,0.0,0.0,0.0,0.005841459604081922,0.0,3.6184394496880534,22.944955167992592,39.7744957336617,1.0308340990136322,0.0,0.0,0.0,0.0,889.935028916492,0.0,5.38399455871654,0.0
